person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,loan_id
27.0,male,Associate,180806.0,3,MORTGAGE,14244.0,DEBTCONSOLIDATION,7.68,0.08,6.0,667,Yes,0,40418
22.0,male,High School,78015.0,0,MORTGAGE,14000.0,PERSONAL,13.23,0.18,3.0,625,Yes,0,9758
30.0,female,Associate,53487.0,9,MORTGAGE,6434.0,EDUCATION,9.38,0.12,5.0,620,Yes,0,37462
25.0,male,Associate,33262.0,3,RENT,2532.0,EDUCATION,13.49,0.08,4.0,584,No,0,40524
26.0,male,High School,73249.0,4,RENT,15000.0,DEBTCONSOLIDATION,6.03,0.2,3.0,638,No,0,15272
28.0,male,Associate,63835.0,6,RENT,5000.0,HOMEIMPROVEMENT,13.48,0.08,7.0,669,No,0,21051
23.0,male,Bachelor,61701.0,0,RENT,2752.0,DEBTCONSOLIDATION,9.02,0.04,2.0,541,Yes,0,35100
25.0,male,Bachelor,116318.0,7,MORTGAGE,10925.0,VENTURE,12.69,0.09,4.0,640,Yes,0,13749
23.0,female,High School,82705.0,1,OWN,14000.0,VENTURE,11.01,0.17,3.0,645,Yes,0,10492
22.0,female,Associate,84421.0,1,RENT,12000.0,PERSONAL,7.29,0.14,4.0,651,Yes,0,12729
26.0,male,Bachelor,24697.0,5,OWN,5000.0,PERSONAL,8.0,0.2,3.0,535,No,1,15573
24.0,female,Bachelor,116035.0,0,MORTGAGE,10000.0,EDUCATION,10.17,0.09,3.0,641,No,0,35397
24.0,male,Bachelor,207521.0,2,MORTGAGE,15000.0,EDUCATION,10.37,0.07,4.0,695,Yes,0,15785
27.0,male,High School,85063.0,9,MORTGAGE,3000.0,PERSONAL,5.42,0.04,7.0,605,Yes,0,24119
23.0,female,Master,29941.0,1,RENT,9250.0,VENTURE,6.54,0.31,3.0,650,No,1,10009
22.0,male,Bachelor,73088.0,0,RENT,12000.0,MEDICAL,10.37,0.16,3.0,617,No,0,12547
22.0,female,High School,42890.0,0,MORTGAGE,5000.0,MEDICAL,7.9,0.12,3.0,597,Yes,0,2879
30.0,female,Bachelor,87466.0,6,RENT,3000.0,HOMEIMPROVEMENT,11.83,0.03,5.0,711,Yes,0,19599
28.0,female,Bachelor,82418.0,9,MORTGAGE,15000.0,PERSONAL,11.01,0.18,8.0,644,No,0,23967
27.0,male,Bachelor,136130.0,5,MORTGAGE,24000.0,DEBTCONSOLIDATION,11.01,0.18,7.0,592,No,0,26780
21.0,male,Bachelor,57067.0,0,MORTGAGE,5000.0,MEDICAL,7.51,0.09,4.0,555,Yes,0,16137
30.0,female,Bachelor,95558.0,9,RENT,15000.0,EDUCATION,11.01,0.16,7.0,633,No,0,27518
26.0,male,High School,76443.0,1,MORTGAGE,12000.0,EDUCATION,15.27,0.16,2.0,647,No,1,10571
29.0,female,Associate,45687.0,2,MORTGAGE,3000.0,PERSONAL,16.82,0.07,7.0,530,Yes,0,29063
33.0,male,Doctorate,82752.0,12,MORTGAGE,18000.0,PERSONAL,7.9,0.22,10.0,694,No,0,23940
35.0,female,Associate,153006.0,12,MORTGAGE,24250.0,MEDICAL,10.38,0.16,6.0,671,No,0,27224
35.0,male,Bachelor,53820.0,16,RENT,2000.0,MEDICAL,13.91,0.04,10.0,716,No,1,43507
24.0,male,Master,36543.0,3,RENT,3350.0,DEBTCONSOLIDATION,14.72,0.09,2.0,681,Yes,0,3083
26.0,female,High School,104021.0,8,RENT,7800.0,MEDICAL,11.83,0.07,3.0,703,Yes,0,8539
22.0,female,Associate,38082.0,0,RENT,10000.0,PERSONAL,8.9,0.26,4.0,676,No,1,10499
25.0,female,High School,68131.0,2,RENT,6000.0,PERSONAL,10.74,0.09,2.0,618,Yes,0,16898
30.0,female,Master,88737.0,5,MORTGAGE,15000.0,EDUCATION,11.5,0.17,8.0,612,Yes,0,40153
20.0,female,High School,226710.0,0,OWN,2000.0,VENTURE,8.59,0.01,4.0,619,Yes,0,36423
25.0,female,Associate,51407.0,0,MORTGAGE,3023.0,DEBTCONSOLIDATION,11.62,0.06,4.0,638,No,1,44024
30.0,female,High School,41450.0,7,RENT,2400.0,MEDICAL,15.57,0.06,5.0,571,No,1,19153
22.0,male,Associate,14763.0,0,RENT,1000.0,MEDICAL,12.99,0.07,4.0,540,Yes,0,882
27.0,male,Associate,46315.0,6,RENT,3200.0,EDUCATION,12.42,0.07,5.0,564,Yes,0,19658
34.0,male,Associate,104010.0,12,OWN,5000.0,VENTURE,7.4,0.05,6.0,605,Yes,0,25538
23.0,female,Bachelor,61294.0,3,MORTGAGE,11400.0,VENTURE,7.29,0.19,2.0,692,No,0,6923
30.0,male,Master,55727.0,11,MORTGAGE,6400.0,VENTURE,8.94,0.11,7.0,715,Yes,0,21211
27.0,female,Associate,29612.0,4,MORTGAGE,6250.0,PERSONAL,8.49,0.21,8.0,618,Yes,0,18558
26.0,female,Bachelor,208059.0,4,RENT,20000.0,HOMEIMPROVEMENT,11.83,0.1,2.0,615,No,0,865
30.0,male,Associate,67112.0,7,MORTGAGE,11500.0,EDUCATION,7.9,0.17,9.0,683,No,0,22382
26.0,male,High School,242034.0,3,MORTGAGE,13965.0,VENTURE,7.93,0.06,5.0,620,No,0,33353
23.0,female,High School,69887.0,1,MORTGAGE,5000.0,PERSONAL,5.79,0.07,3.0,648,No,0,8405
37.0,male,High School,44124.0,15,MORTGAGE,9000.0,EDUCATION,7.49,0.2,17.0,682,Yes,0,29709
26.0,female,Bachelor,68324.0,3,MORTGAGE,20000.0,EDUCATION,13.57,0.29,4.0,669,No,0,8229
27.0,female,Associate,51513.0,2,OWN,10000.0,EDUCATION,14.65,0.19,7.0,624,Yes,0,20612
39.0,female,High School,74167.0,15,MORTGAGE,5500.0,EDUCATION,7.14,0.07,15.0,553,No,0,30696
26.0,female,Bachelor,67860.0,4,RENT,8039.0,HOMEIMPROVEMENT,11.59,0.12,4.0,678,No,0,41644
27.0,male,Associate,36800.0,2,RENT,1421.0,MEDICAL,11.58,0.04,7.0,693,No,1,44126
23.0,female,Bachelor,120886.0,2,MORTGAGE,10000.0,VENTURE,7.66,0.08,2.0,631,No,0,14062
33.0,female,Master,77760.0,12,MORTGAGE,8500.0,DEBTCONSOLIDATION,13.23,0.11,8.0,694,Yes,0,23518
30.0,male,Bachelor,33201.0,8,OWN,4200.0,HOMEIMPROVEMENT,7.88,0.13,9.0,673,Yes,0,18806
25.0,female,Bachelor,87232.0,0,MORTGAGE,16965.0,MEDICAL,7.5,0.19,4.0,638,No,0,34840
23.0,male,Bachelor,144983.0,0,MORTGAGE,5000.0,VENTURE,8.9,0.03,4.0,610,Yes,0,14931
58.0,male,Bachelor,62551.0,33,RENT,13500.0,PERSONAL,11.58,0.22,21.0,750,No,0,32345
25.0,male,Bachelor,61014.0,1,OWN,20000.0,HOMEIMPROVEMENT,11.71,0.33,4.0,664,Yes,0,6475
27.0,male,Associate,91135.0,8,RENT,14000.0,VENTURE,9.63,0.15,7.0,680,Yes,0,26292
23.0,female,Bachelor,93805.0,0,RENT,3000.0,EDUCATION,9.63,0.03,2.0,661,No,0,2907
27.0,female,Bachelor,54292.0,1,RENT,5000.0,VENTURE,16.89,0.09,10.0,582,No,1,20964
25.0,female,Master,58837.0,2,RENT,3786.0,HOMEIMPROVEMENT,7.84,0.06,5.0,593,No,1,44057
25.0,male,Associate,58534.0,7,MORTGAGE,24250.0,EDUCATION,10.25,0.41,3.0,649,No,0,6164
25.0,female,Bachelor,41906.0,1,RENT,1500.0,MEDICAL,16.82,0.04,4.0,559,No,1,1598
24.0,female,Master,54738.0,0,MORTGAGE,10000.0,PERSONAL,5.79,0.18,4.0,658,Yes,0,5418
23.0,male,High School,60908.0,1,RENT,6000.0,DEBTCONSOLIDATION,11.48,0.1,4.0,690,No,1,6692
28.0,female,High School,44294.0,8,MORTGAGE,22230.0,VENTURE,14.08,0.5,5.0,610,No,0,32642
21.0,male,Associate,40477.0,0,OWN,11000.0,EDUCATION,13.11,0.27,3.0,686,Yes,0,13782
26.0,female,Bachelor,55200.0,5,MORTGAGE,7500.0,EDUCATION,9.98,0.14,5.0,658,No,0,36747
45.0,male,High School,45076.0,22,OWN,2000.0,PERSONAL,7.51,0.04,16.0,664,No,0,31295
26.0,male,Associate,55155.0,6,OWN,7000.0,MEDICAL,11.01,0.13,3.0,561,Yes,0,5589
43.0,female,High School,76870.0,19,RENT,18000.0,MEDICAL,17.27,0.23,14.0,684,No,1,29372
23.0,male,Associate,65677.0,1,RENT,9500.0,MEDICAL,14.65,0.14,2.0,605,Yes,0,10107
22.0,female,High School,57383.0,0,RENT,8500.0,PERSONAL,11.01,0.15,4.0,623,No,1,5372
41.0,female,Associate,58560.0,16,RENT,11000.0,MEDICAL,7.66,0.19,15.0,708,Yes,0,29722
24.0,male,Master,186778.0,6,RENT,18000.0,EDUCATION,10.62,0.1,4.0,671,No,0,1068
22.0,male,Master,78875.0,2,MORTGAGE,10000.0,VENTURE,11.11,0.13,3.0,681,Yes,0,9987
54.0,male,Associate,97013.0,30,MORTGAGE,1800.0,PERSONAL,9.88,0.02,21.0,617,No,0,32481
26.0,male,Bachelor,56555.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,9.99,0.12,4.0,679,No,1,17753
25.0,male,High School,65711.0,4,RENT,14000.0,DEBTCONSOLIDATION,14.59,0.21,4.0,673,No,1,13970
35.0,male,Associate,168855.0,11,MORTGAGE,8400.0,PERSONAL,12.98,0.05,9.0,657,No,1,27622
29.0,male,Associate,66028.0,5,RENT,10000.0,PERSONAL,11.71,0.15,7.0,587,No,1,24534
23.0,male,Bachelor,72876.0,1,MORTGAGE,6178.0,MEDICAL,9.31,0.08,3.0,566,Yes,0,39498
24.0,female,High School,64220.0,1,RENT,9500.0,EDUCATION,14.79,0.15,3.0,561,Yes,0,10105
31.0,male,Master,87341.0,9,RENT,21000.0,DEBTCONSOLIDATION,11.99,0.24,6.0,590,No,1,18307
24.0,female,Bachelor,54931.0,1,RENT,4000.0,PERSONAL,13.23,0.07,3.0,680,Yes,0,11469
23.0,male,High School,90523.0,0,MORTGAGE,4900.0,EDUCATION,7.74,0.05,4.0,553,Yes,0,11687
24.0,male,Bachelor,52275.0,1,MORTGAGE,7000.0,MEDICAL,6.92,0.13,3.0,671,No,0,4994
30.0,male,Associate,98707.0,9,OWN,18000.0,PERSONAL,10.75,0.18,5.0,538,Yes,0,28186
23.0,female,Bachelor,54993.0,2,RENT,6211.0,DEBTCONSOLIDATION,13.41,0.11,4.0,643,Yes,0,34264
26.0,male,Master,55862.0,6,RENT,9000.0,DEBTCONSOLIDATION,7.14,0.16,3.0,660,Yes,0,17725
30.0,female,Bachelor,121025.0,10,MORTGAGE,3600.0,HOMEIMPROVEMENT,11.01,0.03,10.0,651,No,0,26340
37.0,male,Bachelor,88417.0,16,MORTGAGE,23000.0,EDUCATION,11.58,0.26,17.0,709,Yes,0,31004
30.0,male,Bachelor,39541.0,8,RENT,7500.0,DEBTCONSOLIDATION,13.47,0.19,10.0,711,Yes,0,22614
24.0,male,High School,66682.0,2,MORTGAGE,15000.0,MEDICAL,9.91,0.22,3.0,538,Yes,0,7819
26.0,male,Associate,39595.0,0,RENT,6520.0,EDUCATION,10.64,0.16,4.0,683,No,0,36123
39.0,female,High School,121238.0,17,RENT,25000.0,MEDICAL,15.7,0.21,16.0,572,No,1,29235
45.0,male,Associate,252929.0,22,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.63,0.05,12.0,542,Yes,0,29175
27.0,female,Bachelor,73016.0,5,MORTGAGE,2000.0,EDUCATION,7.29,0.03,7.0,653,Yes,0,23056
29.0,male,Master,88555.0,6,RENT,20000.0,HOMEIMPROVEMENT,11.83,0.23,9.0,669,No,1,18426
27.0,male,High School,241144.0,1,MORTGAGE,15000.0,PERSONAL,9.88,0.06,9.0,565,Yes,0,18015
23.0,male,High School,73012.0,2,RENT,7000.0,EDUCATION,5.79,0.1,4.0,638,Yes,0,17465
27.0,female,Bachelor,63206.0,4,MORTGAGE,14839.0,HOMEIMPROVEMENT,9.82,0.23,5.0,657,No,0,33917
33.0,female,Associate,212136.0,10,MORTGAGE,22320.0,DEBTCONSOLIDATION,15.84,0.11,12.0,634,No,1,42850
29.0,female,Bachelor,67075.0,5,MORTGAGE,3600.0,PERSONAL,6.92,0.05,10.0,650,Yes,0,22432
31.0,male,High School,44387.0,10,RENT,10000.0,MEDICAL,14.42,0.23,9.0,670,Yes,0,28171
31.0,male,Bachelor,179706.0,10,MORTGAGE,28338.0,DEBTCONSOLIDATION,16.72,0.16,8.0,684,No,1,43631
84.0,male,High School,114705.0,61,MORTGAGE,10000.0,PERSONAL,7.51,0.09,24.0,784,Yes,0,32506
23.0,female,Bachelor,89411.0,1,RENT,15000.0,PERSONAL,11.89,0.17,3.0,703,No,0,15499
22.0,male,Associate,20201.0,0,RENT,6250.0,VENTURE,9.91,0.31,2.0,647,No,1,7035
31.0,male,Bachelor,107688.0,7,RENT,10000.0,MEDICAL,10.99,0.09,5.0,630,Yes,0,28412
25.0,male,High School,67076.0,2,RENT,4000.0,EDUCATION,8.57,0.06,3.0,601,Yes,0,33223
32.0,male,Bachelor,48999.0,9,RENT,4000.0,MEDICAL,13.58,0.08,7.0,633,No,0,34708
21.0,female,High School,73082.0,0,RENT,5600.0,DEBTCONSOLIDATION,9.25,0.08,3.0,616,Yes,0,5991
30.0,female,High School,89806.0,8,OWN,10500.0,MEDICAL,10.74,0.12,8.0,634,Yes,0,24526
29.0,female,Master,12313.0,8,RENT,2600.0,DEBTCONSOLIDATION,12.69,0.21,7.0,716,No,1,27885
27.0,male,Bachelor,48592.0,6,RENT,2200.0,MEDICAL,11.01,0.05,8.0,692,No,1,19097
25.0,female,High School,83400.0,5,RENT,12000.0,EDUCATION,13.16,0.14,2.0,621,No,1,12873
45.0,male,Bachelor,169566.0,20,RENT,8175.0,EDUCATION,5.99,0.05,17.0,629,Yes,0,30727
28.0,female,Bachelor,65618.0,6,MORTGAGE,9135.0,MEDICAL,9.17,0.14,10.0,589,No,0,37011
25.0,male,Bachelor,67203.0,6,RENT,6000.0,HOMEIMPROVEMENT,11.01,0.09,3.0,536,Yes,0,6666
23.0,male,High School,31019.0,0,RENT,8000.0,DEBTCONSOLIDATION,12.73,0.26,4.0,605,No,1,8610
22.0,male,Bachelor,181129.0,2,MORTGAGE,18000.0,PERSONAL,15.2,0.1,4.0,587,Yes,0,15638
25.0,female,Bachelor,189287.0,0,MORTGAGE,28000.0,PERSONAL,7.49,0.15,4.0,666,No,0,15719
26.0,male,High School,58334.0,7,RENT,4225.0,PERSONAL,9.83,0.07,2.0,631,No,0,10936
26.0,female,Bachelor,102014.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,9.63,0.03,3.0,648,Yes,0,12671
23.0,male,Associate,48159.0,0,RENT,6000.0,DEBTCONSOLIDATION,15.99,0.12,3.0,592,No,1,16027
23.0,male,Bachelor,55769.0,0,RENT,10986.0,VENTURE,10.77,0.2,4.0,679,No,0,33915
32.0,female,Bachelor,54911.0,9,MORTGAGE,14000.0,VENTURE,12.69,0.25,9.0,704,No,0,20998
30.0,male,High School,63099.0,7,MORTGAGE,12000.0,VENTURE,7.88,0.19,10.0,643,No,0,32858
24.0,male,Associate,150945.0,0,RENT,19200.0,HOMEIMPROVEMENT,10.99,0.13,3.0,597,Yes,0,15896
25.0,male,High School,114897.0,6,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.49,0.13,3.0,645,Yes,0,13651
28.0,male,Bachelor,142001.0,5,MORTGAGE,14174.0,VENTURE,10.91,0.1,5.0,674,Yes,0,34164
39.0,female,Bachelor,73264.0,16,RENT,6000.0,DEBTCONSOLIDATION,15.27,0.08,14.0,596,Yes,0,30262
35.0,female,Associate,121109.0,11,MORTGAGE,11494.0,DEBTCONSOLIDATION,15.19,0.09,9.0,619,No,1,42604
22.0,female,High School,43208.0,0,OWN,18500.0,EDUCATION,7.49,0.43,3.0,608,No,0,13348
39.0,male,High School,150996.0,19,RENT,10000.0,HOMEIMPROVEMENT,10.86,0.07,10.0,572,Yes,0,36896
24.0,male,Bachelor,66878.0,1,RENT,15000.0,PERSONAL,11.01,0.22,2.0,631,Yes,0,15212
27.0,female,Bachelor,108616.0,4,RENT,16000.0,HOMEIMPROVEMENT,8.88,0.15,9.0,633,Yes,0,27722
24.0,male,Bachelor,116242.0,0,MORTGAGE,4800.0,HOMEIMPROVEMENT,11.99,0.04,3.0,630,No,0,13764
27.0,male,Bachelor,30852.0,8,RENT,3600.0,PERSONAL,13.16,0.12,9.0,569,Yes,0,19810
23.0,male,Bachelor,62257.0,0,MORTGAGE,20000.0,VENTURE,10.37,0.32,3.0,656,Yes,0,7087
27.0,female,Bachelor,75120.0,1,RENT,7500.0,EDUCATION,13.04,0.1,6.0,649,Yes,0,22721
24.0,male,Master,106342.0,4,MORTGAGE,6000.0,MEDICAL,9.91,0.06,2.0,640,No,0,13083
33.0,female,Associate,206456.0,13,MORTGAGE,11600.0,DEBTCONSOLIDATION,14.13,0.06,11.0,592,No,1,42274
22.0,male,Bachelor,46753.0,1,RENT,15000.0,PERSONAL,9.41,0.32,4.0,499,No,1,43115
25.0,female,Associate,108961.0,1,MORTGAGE,6000.0,PERSONAL,7.86,0.06,3.0,664,No,0,40638
23.0,female,Associate,28759.0,0,RENT,4800.0,EDUCATION,6.17,0.17,2.0,681,No,0,4368
22.0,female,Associate,48633.0,0,OWN,6000.0,MEDICAL,9.25,0.12,3.0,619,No,0,4215
23.0,male,High School,49989.0,2,OWN,12200.0,MEDICAL,11.36,0.24,4.0,655,No,0,4483
26.0,female,Associate,51414.0,6,RENT,5000.0,VENTURE,7.29,0.1,2.0,550,Yes,0,17055
28.0,female,High School,29572.0,3,RENT,1120.0,MEDICAL,15.51,0.04,6.0,602,Yes,0,38367
23.0,male,High School,67013.0,3,MORTGAGE,15000.0,PERSONAL,6.17,0.22,2.0,590,No,0,7934
23.0,male,High School,48907.0,2,MORTGAGE,6000.0,EDUCATION,14.79,0.12,2.0,658,Yes,0,4140
26.0,male,Bachelor,98855.0,5,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.9,0.06,4.0,702,No,0,12451
25.0,female,Master,24152.0,6,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.17,3.0,649,No,1,3705
39.0,male,High School,101992.0,15,MORTGAGE,4000.0,EDUCATION,9.63,0.04,12.0,504,Yes,0,31266
32.0,male,High School,42810.0,8,RENT,7500.0,MEDICAL,9.08,0.18,7.0,682,Yes,0,34607
26.0,female,High School,52903.0,3,RENT,4000.0,MEDICAL,11.91,0.08,4.0,614,Yes,0,34120
22.0,female,High School,40688.0,0,RENT,5000.0,DEBTCONSOLIDATION,10.25,0.12,4.0,590,Yes,0,4792
24.0,male,High School,73148.0,3,RENT,13200.0,PERSONAL,6.62,0.18,4.0,572,No,0,2223
25.0,female,High School,22393.0,1,RENT,4500.0,PERSONAL,13.99,0.2,2.0,649,No,1,4164
28.0,male,Master,79048.0,7,RENT,15000.0,HOMEIMPROVEMENT,7.51,0.19,6.0,712,Yes,0,27313
24.0,male,Associate,72969.0,1,MORTGAGE,10000.0,PERSONAL,9.63,0.14,2.0,506,Yes,0,9199
23.0,male,Associate,72868.0,0,MORTGAGE,15000.0,VENTURE,15.96,0.21,3.0,653,Yes,0,8637
23.0,female,High School,133108.0,0,RENT,3000.0,EDUCATION,14.22,0.02,3.0,574,Yes,0,2930
21.0,female,Associate,54968.0,1,RENT,12000.0,EDUCATION,11.97,0.22,3.0,657,No,0,12474
31.0,male,High School,141093.0,6,MORTGAGE,8900.0,VENTURE,10.0,0.06,5.0,512,Yes,0,38201
22.0,female,Associate,120971.0,0,MORTGAGE,9000.0,EDUCATION,11.01,0.07,2.0,599,No,0,14007
27.0,male,Bachelor,70438.0,3,RENT,4600.0,EDUCATION,13.99,0.07,10.0,705,No,0,28571
27.0,male,Master,42914.0,2,OWN,4197.0,MEDICAL,10.6,0.1,5.0,591,No,0,38057
23.0,male,Associate,123315.0,4,MORTGAGE,20000.0,EDUCATION,11.01,0.16,3.0,658,No,0,14239
29.0,male,Master,48748.0,5,MORTGAGE,5000.0,VENTURE,6.99,0.1,9.0,677,Yes,0,20344
24.0,female,High School,162955.0,2,MORTGAGE,5225.0,VENTURE,7.49,0.03,3.0,580,No,0,15421
41.0,male,High School,53014.0,18,RENT,4000.0,MEDICAL,13.23,0.08,16.0,673,Yes,0,29819
28.0,female,Bachelor,29868.0,6,RENT,5500.0,PERSONAL,10.36,0.18,7.0,690,Yes,0,21309
29.0,male,Bachelor,22630.0,8,RENT,3600.0,EDUCATION,15.27,0.16,6.0,657,No,1,19804
26.0,male,Associate,21966.0,1,RENT,6000.0,VENTURE,10.99,0.27,3.0,687,No,1,6108
25.0,female,Associate,70370.0,2,MORTGAGE,20819.0,EDUCATION,11.91,0.3,6.0,564,Yes,0,38054
25.0,male,High School,55768.0,4,RENT,4000.0,MEDICAL,6.54,0.07,3.0,585,Yes,0,3937
25.0,male,High School,53424.0,3,MORTGAGE,2000.0,EDUCATION,6.35,0.04,3.0,663,No,0,36894
27.0,female,Bachelor,39777.0,3,OWN,9200.0,VENTURE,11.86,0.23,8.0,639,No,0,26129
24.0,male,High School,124153.0,2,MORTGAGE,21000.0,DEBTCONSOLIDATION,13.49,0.17,3.0,558,Yes,0,17308
24.0,male,High School,89703.0,3,MORTGAGE,8000.0,DEBTCONSOLIDATION,15.21,0.09,3.0,631,No,1,12982
23.0,female,Bachelor,35856.0,0,RENT,10000.0,EDUCATION,18.62,0.28,4.0,685,No,1,43889
25.0,female,Associate,60846.0,1,MORTGAGE,5000.0,EDUCATION,5.79,0.08,2.0,604,Yes,0,6689
25.0,male,High School,61171.0,3,MORTGAGE,9000.0,DEBTCONSOLIDATION,6.03,0.15,2.0,528,Yes,0,6531
24.0,male,High School,43329.0,3,RENT,16000.0,MEDICAL,11.71,0.37,3.0,628,No,1,1216
31.0,male,Doctorate,120922.0,9,MORTGAGE,12000.0,VENTURE,5.42,0.1,7.0,646,Yes,0,26288
32.0,male,Bachelor,71860.0,7,RENT,6000.0,HOMEIMPROVEMENT,11.49,0.08,8.0,647,Yes,0,21771
26.0,female,High School,48574.0,0,RENT,4000.0,EDUCATION,5.79,0.08,4.0,656,No,1,3936
26.0,male,Bachelor,54944.0,0,RENT,6000.0,EDUCATION,9.91,0.11,2.0,648,Yes,0,6494
26.0,male,Bachelor,58573.0,4,MORTGAGE,4200.0,VENTURE,10.62,0.07,2.0,675,No,0,6180
25.0,male,Bachelor,150806.0,3,MORTGAGE,11610.0,MEDICAL,12.88,0.08,3.0,550,No,1,43527
33.0,male,Bachelor,60920.0,8,RENT,3600.0,EDUCATION,13.23,0.06,9.0,615,Yes,0,40984
28.0,male,Bachelor,65952.0,3,MORTGAGE,9250.0,EDUCATION,11.36,0.14,10.0,678,No,0,22305
24.0,male,Bachelor,65728.0,2,MORTGAGE,4000.0,VENTURE,5.42,0.06,2.0,684,No,0,7603
24.0,male,High School,115914.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,13.92,0.05,4.0,479,Yes,0,13833
24.0,female,High School,54941.0,0,MORTGAGE,4650.0,DEBTCONSOLIDATION,10.0,0.08,2.0,588,Yes,0,35785
34.0,female,Bachelor,55261.0,14,MORTGAGE,12000.0,VENTURE,11.86,0.22,9.0,645,Yes,0,21089
28.0,female,Associate,48428.0,5,RENT,5000.0,EDUCATION,12.87,0.1,10.0,679,Yes,0,20755
25.0,male,Master,68064.0,1,RENT,8000.0,VENTURE,5.99,0.12,2.0,603,No,0,9034
29.0,male,Associate,163054.0,4,RENT,24000.0,DEBTCONSOLIDATION,6.99,0.15,9.0,544,No,0,41408
25.0,male,Master,29794.0,0,RENT,10000.0,VENTURE,10.81,0.34,4.0,603,No,1,43351
26.0,female,Master,175077.0,2,MORTGAGE,14000.0,DEBTCONSOLIDATION,10.59,0.08,2.0,608,Yes,0,15547
22.0,female,Bachelor,54845.0,0,RENT,15000.0,DEBTCONSOLIDATION,10.37,0.27,2.0,526,No,1,14792
24.0,female,Associate,29862.0,0,RENT,7750.0,HOMEIMPROVEMENT,17.27,0.26,3.0,661,No,1,8485
25.0,female,Associate,34119.0,2,RENT,3200.0,VENTURE,12.21,0.09,2.0,690,No,0,2986
23.0,male,Bachelor,73089.0,0,MORTGAGE,2000.0,PERSONAL,10.36,0.03,2.0,621,No,0,8964
25.0,male,Bachelor,49036.0,5,RENT,6000.0,EDUCATION,7.66,0.12,3.0,660,Yes,0,6431
29.0,male,Bachelor,65722.0,6,MORTGAGE,2500.0,EDUCATION,13.49,0.04,9.0,713,Yes,0,22236
21.0,female,Bachelor,22672.0,0,RENT,3000.0,DEBTCONSOLIDATION,7.9,0.13,2.0,666,No,1,43580
28.0,female,Bachelor,48954.0,5,MORTGAGE,3200.0,VENTURE,10.25,0.07,5.0,632,Yes,0,32943
31.0,male,Associate,56487.0,9,RENT,8875.0,MEDICAL,10.77,0.16,9.0,599,Yes,0,36672
33.0,male,Bachelor,46557.0,9,OWN,10000.0,MEDICAL,10.99,0.21,10.0,673,No,0,20056
25.0,male,Associate,116634.0,3,RENT,15000.0,EDUCATION,8.88,0.13,2.0,515,Yes,0,1838
26.0,female,High School,112608.0,6,MORTGAGE,19000.0,MEDICAL,10.37,0.17,4.0,689,Yes,0,13510
29.0,male,Bachelor,184678.0,8,RENT,17600.0,DEBTCONSOLIDATION,8.7,0.1,7.0,681,Yes,0,28645
30.0,female,Bachelor,48859.0,11,RENT,7500.0,VENTURE,12.69,0.15,5.0,703,Yes,0,22641
25.0,female,High School,76499.0,2,MORTGAGE,11600.0,DEBTCONSOLIDATION,11.01,0.15,4.0,652,Yes,0,9657
32.0,female,High School,97126.0,9,MORTGAGE,12000.0,VENTURE,5.99,0.12,8.0,649,No,0,25036
22.0,male,High School,106465.0,2,MORTGAGE,25000.0,DEBTCONSOLIDATION,15.35,0.23,4.0,569,No,1,42709
26.0,male,High School,102806.0,2,RENT,3600.0,EDUCATION,11.99,0.04,2.0,563,Yes,0,3601
27.0,female,Associate,73314.0,5,RENT,4800.0,PERSONAL,13.35,0.07,9.0,685,Yes,0,20524
24.0,female,High School,37174.0,1,RENT,3000.0,PERSONAL,14.46,0.08,4.0,550,Yes,0,33434
28.0,male,High School,39438.0,6,RENT,6000.0,VENTURE,13.99,0.15,9.0,619,Yes,0,21558
22.0,male,High School,125434.0,0,RENT,15900.0,MEDICAL,13.49,0.13,2.0,637,No,0,15756
26.0,male,Bachelor,87325.0,4,RENT,8000.0,DEBTCONSOLIDATION,11.7,0.09,7.0,651,No,0,37049
29.0,male,Master,36723.0,3,RENT,5000.0,MEDICAL,11.49,0.14,9.0,644,No,0,20661
24.0,male,Bachelor,53787.0,3,RENT,10329.0,EDUCATION,13.27,0.19,4.0,582,Yes,0,32683
26.0,male,High School,51692.0,7,MORTGAGE,4500.0,EDUCATION,11.48,0.09,3.0,595,Yes,0,16507
24.0,male,High School,78216.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,17.56,0.15,4.0,614,No,1,16398
23.0,male,Associate,57343.0,1,OWN,9000.0,VENTURE,11.01,0.16,4.0,640,Yes,0,5801
25.0,male,Associate,85159.0,0,RENT,18000.0,PERSONAL,16.45,0.21,3.0,561,Yes,0,17147
25.0,female,Master,50584.0,4,RENT,12000.0,PERSONAL,10.0,0.24,3.0,628,No,1,12505
24.0,male,Bachelor,71667.0,1,RENT,10000.0,EDUCATION,11.01,0.14,4.0,660,Yes,0,11360
